"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-3.86754e-07;6.73119e-07
-2e+11;2.58973e-06;1.88121e-07
-1.5e+11;-1.38013e-06;-1.63992e-05
-1e+11;-6.6632e-05;1.61395e-05
-5e+10;-0.00157352;-0.00479087
0;-1.00202e-19;0
5e+10;-0.00157352;0.00479087
1e+11;-6.6632e-05;-1.61395e-05
1.5e+11;-1.38013e-06;1.63992e-05
2e+11;2.58973e-06;-1.88121e-07
2.5e+11;-3.86754e-07;-6.73119e-07
