"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-1.35952e-07;2.99197e-07
-2e+11;2.61624e-06;-2.70634e-07
-1.5e+11;-7.47806e-06;-5.6807e-05
-1e+11;-0.000541113;0.000114208
-5e+10;-0.0352812;-0.106781
0;8.66668e-34;0
5e+10;-0.0352812;0.106781
1e+11;-0.000541113;-0.000114208
1.5e+11;-7.47806e-06;5.6807e-05
2e+11;2.61624e-06;2.70634e-07
2.5e+11;-1.35952e-07;-2.99197e-07
