"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-1.77195e-05;3.09844e-05
-2e+11;0.00012069;8.42839e-06
-1.5e+11;-6.69715e-05;-0.000784714
-1e+11;-0.00323185;0.000781775
-5e+10;-0.0778269;-0.236878
0;-5.15091e-34;0
5e+10;-0.0778269;0.236878
1e+11;-0.00323185;-0.000781775
1.5e+11;-6.69715e-05;0.000784714
2e+11;0.00012069;-8.42839e-06
2.5e+11;-1.77195e-05;-3.09844e-05
