"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;3.80934e-06;4.48399e-07
-2e+11;-1.15606e-05;3.33486e-06
-1.5e+11;-6.96362e-05;4.14017e-05
-1e+11;0.000124265;-0.000703637
-5e+10;-0.0163796;0.098048
0;4.26652e-18;0
5e+10;-0.0163796;-0.098048
1e+11;0.000124265;0.000703637
1.5e+11;-6.96362e-05;-4.14017e-05
2e+11;-1.15606e-05;-3.33486e-06
2.5e+11;3.80934e-06;-4.48399e-07
