"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;3.2597e-06;3.92603e-07
-2e+11;-1.02418e-05;3.44284e-06
-1.5e+11;-6.49223e-05;3.7599e-05
-1e+11;0.000115854;-0.00067181
-5e+10;-0.0159892;0.0958114
0;-4.43322e-18;0
5e+10;-0.0159892;-0.0958114
1e+11;0.000115854;0.00067181
1.5e+11;-6.49223e-05;-3.7599e-05
2e+11;-1.02418e-05;-3.44284e-06
2.5e+11;3.2597e-06;-3.92603e-07
