"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-0.000196108;0.00359076
-2e+11;5.53194e-05;0.00171996
-1.5e+11;-0.00326611;7.54439e-05
-1e+11;-0.00462926;0.00308072
-5e+10;-0.00820809;-0.0156581
0;1.88947e-19;0
5e+10;-0.00820809;0.0156581
1e+11;-0.00462926;-0.00308072
1.5e+11;-0.00326611;-7.54439e-05
2e+11;5.53194e-05;-0.00171996
2.5e+11;-0.000196108;-0.00359076
