"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-2.71905e-09;5.98395e-09
-2e+11;5.23248e-08;-5.41267e-09
-1.5e+11;-1.49561e-07;-1.13614e-06
-1e+11;-1.08223e-05;2.28415e-06
-5e+10;-0.000705624;-0.00213562
0;-2.53478e-20;0
5e+10;-0.000705624;0.00213562
1e+11;-1.08223e-05;-2.28415e-06
1.5e+11;-1.49561e-07;1.13614e-06
2e+11;5.23248e-08;5.41267e-09
2.5e+11;-2.71905e-09;-5.98395e-09
