"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-2.09437e-05;3.65055e-05
-2e+11;0.000138925;1.03319e-05
-1.5e+11;-7.12148e-05;-0.000857042
-1e+11;-0.00343537;0.00083322
-5e+10;-0.0795314;-0.242236
0;-5.89266e-35;0
5e+10;-0.0795314;0.242236
1e+11;-0.00343537;-0.00083322
1.5e+11;-7.12148e-05;0.000857042
2e+11;0.000138925;-1.03319e-05
2.5e+11;-2.09437e-05;-3.65055e-05
