"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;6.50052e-05;-2.69909e-05
-2e+11;-0.00021982;-0.000469464
-1.5e+11;-0.00119148;0.00100375
-1e+11;0.00224207;-0.00229708
-5e+10;-0.0359619;0.191012
0;1.33655e-17;0
5e+10;-0.0359619;-0.191012
1e+11;0.00224207;0.00229708
1.5e+11;-0.00119148;-0.00100375
2e+11;-0.00021982;0.000469464
2.5e+11;6.50052e-05;2.69909e-05
