"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;2.01909e-09;3.06583e-10
-2e+11;-3.01632e-08;2.90081e-08
-1.5e+11;-9.91981e-07;4.39551e-07
-1e+11;5.2915e-06;-4.13958e-05
-5e+10;-0.00396792;0.0240624
0;6.93201e-19;0
5e+10;-0.00396792;-0.0240624
1e+11;5.2915e-06;4.13958e-05
1.5e+11;-9.91981e-07;-4.39551e-07
2e+11;-3.01632e-08;-2.90081e-08
2.5e+11;2.01909e-09;-3.06583e-10
