"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-2.28151e-12;-3.46046e-13
-2e+11;5.98451e-11;-5.83762e-11
-1.5e+11;3.50953e-09;-1.5542e-09
-1e+11;-3.32061e-08;2.61112e-07
-5e+10;4.46254e-05;8.50185e-05
0;4.98683e-21;0
5e+10;4.46254e-05;-8.50185e-05
1e+11;-3.32061e-08;-2.61112e-07
1.5e+11;3.50953e-09;1.5542e-09
2e+11;5.98451e-11;5.83762e-11
2.5e+11;-2.28151e-12;3.46046e-13
