"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-4.68881e-13;1.02254e-12
-2e+11;4.74928e-11;-7.40789e-12
-1.5e+11;-9.0718e-10;-6.18601e-09
-1e+11;-3.34854e-07;6.62121e-08
-5e+10;-0.000125649;-0.000380492
0;-2.89646e-21;0
5e+10;-0.000125649;0.000380492
1e+11;-3.34854e-07;-6.62121e-08
1.5e+11;-9.0718e-10;6.18601e-09
2e+11;4.74928e-11;7.40789e-12
2.5e+11;-4.68881e-13;-1.02254e-12
