"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-1.59914e-08;-1.1302e-09
-2e+11;7.30411e-08;-4.8159e-08
-1.5e+11;6.6956e-07;-3.32057e-07
-1e+11;-1.28099e-06;8.64631e-06
-5e+10;0.0002552;0.00048384
0;8.58439e-21;0
5e+10;0.0002552;-0.00048384
1e+11;-1.28099e-06;-8.64631e-06
1.5e+11;6.6956e-07;3.32057e-07
2e+11;7.30411e-08;4.8159e-08
2.5e+11;-1.59914e-08;1.1302e-09
