"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;7.48526e-07;5.32159e-08
-2e+11;-3.47044e-06;2.32481e-06
-1.5e+11;-3.23351e-05;1.59561e-05
-1e+11;6.22468e-05;-0.000422373
-5e+10;-0.012611;0.0760844
0;1.33821e-17;0
5e+10;-0.012611;-0.0760844
1e+11;6.22468e-05;0.000422373
1.5e+11;-3.23351e-05;-1.59561e-05
2e+11;-3.47044e-06;-2.32481e-06
2.5e+11;7.48526e-07;-5.32159e-08
