"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-4.21192e-10;9.04746e-10
-2e+11;2.38977e-08;-3.636e-09
-1.5e+11;-2.53555e-07;-1.7431e-06
-1e+11;-5.30115e-05;1.05357e-05
-5e+10;-0.0111712;-0.0338266
0;-6.19909e-34;0
5e+10;-0.0111712;0.0338266
1e+11;-5.30115e-05;-1.05357e-05
1.5e+11;-2.53555e-07;1.7431e-06
2e+11;2.38977e-08;3.636e-09
2.5e+11;-4.21192e-10;-9.04746e-10
