"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-3.14897e-06;6.81754e-06
-2e+11;3.44228e-05;-1.80376e-07
-1.5e+11;-3.7132e-05;-0.000349627
-1e+11;-0.00184873;0.000430223
-5e+10;-0.0623574;-0.189021
0;-3.64607e-33;0
5e+10;-0.0623574;0.189021
1e+11;-0.00184873;-0.000430223
1.5e+11;-3.7132e-05;0.000349627
2e+11;3.44228e-05;1.80376e-07
2.5e+11;-3.14897e-06;-6.81754e-06
