"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-5.27243e-05;0.000119963
-2e+11;0.000438773;3.31488e-05
-1.5e+11;-0.000120876;-0.00192764
-1e+11;-0.00621726;0.00151227
-5e+10;-0.0960086;-0.295474
0;-3.41853e-33;0
5e+10;-0.0960086;0.295474
1e+11;-0.00621726;-0.00151227
1.5e+11;-0.000120876;0.00192764
2e+11;0.000438773;-3.31488e-05
2.5e+11;-5.27243e-05;-0.000119963
