"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;1.33322e-05;-2.23886e-06
-2e+11;-4.24851e-05;3.25628e-07
-1.5e+11;-0.000150792;0.000126391
-1e+11;0.000301658;-0.00119272
-5e+10;-0.0217987;0.127899
0;1.57988e-17;0
5e+10;-0.0217987;-0.127899
1e+11;0.000301658;0.00119272
1.5e+11;-0.000150792;-0.000126391
2e+11;-4.24851e-05;-3.25628e-07
2.5e+11;1.33322e-05;2.23886e-06
