"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;7.99568e-07;5.651e-08
-2e+11;-3.65205e-06;2.40795e-06
-1.5e+11;-3.3478e-05;1.66028e-05
-1e+11;6.40495e-05;-0.000432316
-5e+10;-0.01276;0.076966
0;1.28689e-17;0
5e+10;-0.01276;-0.076966
1e+11;6.40495e-05;0.000432316
1.5e+11;-3.3478e-05;-1.66028e-05
2e+11;-3.65205e-06;-2.40795e-06
2.5e+11;7.99568e-07;-5.651e-08
