"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;2.13561e-05;3.24529e-05
-2e+11;0.000174558;2.69722e-05
-1.5e+11;5.94974e-05;-0.000492879
-1e+11;-0.00101606;8.63683e-05
-5e+10;-0.00247618;-0.00822367
0;5.92322e-19;0
5e+10;-0.00247618;0.00822367
1e+11;-0.00101606;-8.63683e-05
1.5e+11;5.94974e-05;0.000492879
2e+11;0.000174558;-2.69722e-05
2.5e+11;2.13561e-05;-3.24529e-05
