"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;3.62917e-08;4.69946e-09
-2e+11;-3.09861e-07;2.82134e-07
-1.5e+11;-5.65194e-06;2.52859e-06
-1e+11;1.7231e-05;-0.00013185
-5e+10;-0.00705922;0.0427852
0;2.53179e-18;0
5e+10;-0.00705922;-0.0427852
1e+11;1.7231e-05;0.00013185
1.5e+11;-5.65194e-06;-2.52859e-06
2e+11;-3.09861e-07;-2.82134e-07
2.5e+11;3.62917e-08;-4.69946e-09
