"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-1.51054e-10;3.22512e-10
-2e+11;4.87892e-09;-6.83492e-10
-1.5e+11;-2.80027e-08;-1.97414e-07
-1e+11;-3.36704e-06;6.79698e-07
-5e+10;-0.000397217;-0.00120256
0;-1.63288e-20;0
5e+10;-0.000397217;0.00120256
1e+11;-3.36704e-06;-6.79698e-07
1.5e+11;-2.80027e-08;1.97414e-07
2e+11;4.87892e-09;6.83492e-10
2.5e+11;-1.51054e-10;-3.22512e-10
