"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-7.55269e-09;1.61256e-08
-2e+11;2.43946e-07;-3.41746e-08
-1.5e+11;-1.40014e-06;-9.8707e-06
-1e+11;-0.000168352;3.39849e-05
-5e+10;-0.0198609;-0.0601282
0;5.41668e-35;0
5e+10;-0.0198609;0.0601282
1e+11;-0.000168352;-3.39849e-05
1.5e+11;-1.40014e-06;9.8707e-06
2e+11;2.43946e-07;3.41746e-08
2.5e+11;-7.55269e-09;-1.61256e-08
