"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-6.72657e-05;-0.00113647
-2e+11;0.00142514;-0.00139527
-1.5e+11;-0.000702845;0.00140429
-1e+11;0.00897088;0.00104831
-5e+10;0.00381997;0.0387818
0;6.15386e-19;0
5e+10;0.00381997;-0.0387818
1e+11;0.00897088;-0.00104831
1.5e+11;-0.000702845;-0.00140429
2e+11;0.00142514;0.00139527
2.5e+11;-6.72657e-05;0.00113647
