"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-1.93377e-05;3.3656e-05
-2e+11;0.000129487;9.40605e-06
-1.5e+11;-6.90064e-05;-0.000819958
-1e+11;-0.0033316;0.000806975
-5e+10;-0.0786758;-0.239544
0;-3.20476e-34;0
5e+10;-0.0786758;0.239544
1e+11;-0.0033316;-0.000806975
1.5e+11;-6.90064e-05;0.000819958
2e+11;0.000129487;-9.40605e-06
2.5e+11;-1.93377e-05;-3.3656e-05
