"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;1.03284e-05;-2.32938e-06
-2e+11;-3.35298e-05;2.04293e-06
-1.5e+11;-0.000127224;9.95674e-05
-1e+11;0.000245354;-0.00106499
-5e+10;-0.0204521;0.12071
0;4.50194e-18;0
5e+10;-0.0204521;-0.12071
1e+11;0.000245354;0.00106499
1.5e+11;-0.000127224;-9.95674e-05
2e+11;-3.35298e-05;-2.04293e-06
2.5e+11;1.03284e-05;2.32938e-06
