"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-1.66089e-07;1.59185e-08
-2e+11;5.09562e-07;-4.55659e-08
-1.5e+11;2.16348e-06;-1.56808e-06
-1e+11;-4.03283e-06;1.89963e-05
-5e+10;0.000384181;0.000713889
0;-1.62195e-20;0
5e+10;0.000384181;-0.000713889
1e+11;-4.03283e-06;-1.89963e-05
1.5e+11;2.16348e-06;1.56808e-06
2e+11;5.09562e-07;4.55659e-08
2.5e+11;-1.66089e-07;-1.59185e-08
