"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-1.89859e-06;3.38366e-06
-2e+11;1.20791e-05;1.54251e-06
-1.5e+11;-2.09185e-06;-4.90251e-05
-1e+11;-0.000149579;3.54816e-05
-5e+10;-0.00201716;-0.00623627
0;3.68457e-19;0
5e+10;-0.00201716;0.00623627
1e+11;-0.000149579;-3.54816e-05
1.5e+11;-2.09185e-06;4.90251e-05
2e+11;1.20791e-05;-1.54251e-06
2.5e+11;-1.89859e-06;-3.38366e-06
