"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-8.18414e-07;1.79887e-06
-2e+11;6.53272e-06;4.25319e-07
-1.5e+11;-2.21049e-06;-3.07549e-05
-1e+11;-0.000104633;2.56343e-05
-5e+10;-0.00182491;-0.00559542
0;-5.77391e-21;0
5e+10;-0.00182491;0.00559542
1e+11;-0.000104633;-2.56343e-05
1.5e+11;-2.21049e-06;3.07549e-05
2e+11;6.53272e-06;-4.25319e-07
2.5e+11;-8.18414e-07;-1.79887e-06
