"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;6.4482e-12;9.45937e-13
-2e+11;-2.98478e-10;2.92373e-10
-1.5e+11;-3.11489e-08;1.37954e-08
-1e+11;5.23819e-07;-4.12488e-06
-5e+10;-0.00125474;0.00760964
0;6.56678e-19;0
5e+10;-0.00125474;-0.00760964
1e+11;5.23819e-07;4.12488e-06
1.5e+11;-3.11489e-08;-1.37954e-08
2e+11;-2.98478e-10;-2.92373e-10
2.5e+11;6.4482e-12;-9.45937e-13
