"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;3.52873e-06;4.26278e-07
-2e+11;-1.08762e-05;3.39333e-06
-1.5e+11;-6.72422e-05;3.9445e-05
-1e+11;0.000119963;-0.000687541
-5e+10;-0.0161831;0.0969233
0;6.12296e-18;0
5e+10;-0.0161831;-0.0969233
1e+11;0.000119963;0.000687541
1.5e+11;-6.72422e-05;-3.9445e-05
2e+11;-1.08762e-05;-3.39333e-06
2.5e+11;3.52873e-06;-4.26278e-07
