"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-4.18873e-07;7.3011e-07
-2e+11;2.7785e-06;2.06637e-07
-1.5e+11;-1.4243e-06;-1.71408e-05
-1e+11;-6.87073e-05;1.66644e-05
-5e+10;-0.00159063;-0.00484472
0;1.23418e-19;0
5e+10;-0.00159063;0.00484472
1e+11;-6.87073e-05;-1.66644e-05
1.5e+11;-1.4243e-06;1.71408e-05
2e+11;2.7785e-06;-2.06637e-07
2.5e+11;-4.18873e-07;-7.3011e-07
