"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;1.14076e-10;1.73023e-11
-2e+11;-2.99225e-09;2.91881e-09
-1.5e+11;-1.75477e-07;7.77099e-08
-1e+11;1.6603e-06;-1.30556e-05
-5e+10;-0.00223127;0.0135319
0;4.61783e-19;0
5e+10;-0.00223127;-0.0135319
1e+11;1.6603e-06;1.30556e-05
1.5e+11;-1.75477e-07;-7.77099e-08
2e+11;-2.99225e-09;-2.91881e-09
2.5e+11;1.14076e-10;-1.73023e-11
