"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-2.97469e-08;-2.27119e-09
-2e+11;1.16906e-07;-6.33137e-08
-1.5e+11;9.15187e-07;-4.80334e-07
-1e+11;-1.67276e-06;1.06574e-05
-5e+10;0.00028379;0.000536505
0;-1.67211e-20;0
5e+10;0.00028379;-0.000536505
1e+11;-1.67276e-06;-1.06574e-05
1.5e+11;9.15187e-07;4.80334e-07
2e+11;1.16906e-07;6.33137e-08
2.5e+11;-2.97469e-08;2.27119e-09
