"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;-7.61867e-08;-8.96799e-09
-2e+11;2.31212e-07;-6.66972e-08
-1.5e+11;1.39272e-06;-8.28033e-07
-1e+11;-2.48529e-06;1.40727e-05
-5e+10;0.000327593;0.000615541
0;3.70184e-21;0
5e+10;0.000327593;-0.000615541
1e+11;-2.48529e-06;-1.40727e-05
1.5e+11;1.39272e-06;8.28033e-07
2e+11;2.31212e-07;6.66972e-08
2.5e+11;-7.61867e-08;8.96799e-09
