"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;8.30444e-06;-7.95925e-07
-2e+11;-2.54781e-05;2.27829e-06
-1.5e+11;-0.000108174;7.84041e-05
-1e+11;0.000201641;-0.000949816
-5e+10;-0.019209;0.113929
0;6.66245e-18;0
5e+10;-0.019209;-0.113929
1e+11;0.000201641;0.000949816
1.5e+11;-0.000108174;-7.84041e-05
2e+11;-2.54781e-05;-2.27829e-06
2.5e+11;8.30444e-06;7.95925e-07
