"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-6.29794e-08;1.36351e-07
-2e+11;6.88455e-07;-3.60753e-09
-1.5e+11;-7.42641e-07;-6.99255e-06
-1e+11;-3.69747e-05;8.60447e-06
-5e+10;-0.00124715;-0.00378042
0;1.48256e-19;0
5e+10;-0.00124715;0.00378042
1e+11;-3.69747e-05;-8.60447e-06
1.5e+11;-7.42641e-07;6.99255e-06
2e+11;6.88455e-07;3.60753e-09
2.5e+11;-6.29794e-08;-1.36351e-07
