"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-8.42385e-12;1.80949e-11
-2e+11;4.77953e-10;-7.27199e-11
-1.5e+11;-5.0711e-09;-3.48621e-08
-1e+11;-1.06023e-06;2.10713e-07
-5e+10;-0.000223425;-0.000676533
0;-5.86182e-21;0
5e+10;-0.000223425;0.000676533
1e+11;-1.06023e-06;-2.10713e-07
1.5e+11;-5.0711e-09;3.48621e-08
2e+11;4.77953e-10;7.27199e-11
2.5e+11;-8.42385e-12;-1.80949e-11
