"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-2.3444e-11;5.11271e-11
-2e+11;2.37464e-09;-3.70394e-10
-1.5e+11;-4.5359e-08;-3.093e-07
-1e+11;-1.67427e-05;3.3106e-06
-5e+10;-0.00628247;-0.0190246
0;-7.86175e-35;0
5e+10;-0.00628247;0.0190246
1e+11;-1.67427e-05;-3.3106e-06
1.5e+11;-4.5359e-08;3.093e-07
2e+11;2.37464e-09;3.70394e-10
2.5e+11;-2.3444e-11;-5.11271e-11
