"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;0.00106781;0.00162265
-2e+11;0.00872789;0.00134861
-1.5e+11;0.00297487;-0.024644
-1e+11;-0.0508032;0.00431842
-5e+10;-0.123809;-0.411184
0;-1.11948e-33;0
5e+10;-0.123809;0.411184
1e+11;-0.0508032;-0.00431842
1.5e+11;0.00297487;0.024644
2e+11;0.00872789;-0.00134861
2.5e+11;0.00106781;-0.00162265
