"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;-3.39036e-06;7.3026e-06
-2e+11;3.6446e-05;-8.23873e-08
-1.5e+11;-3.82941e-05;-0.000363267
-1e+11;-0.00189805;0.000442713
-5e+10;-0.0630617;-0.191178
0;-1.39028e-33;0
5e+10;-0.0630617;0.191178
1e+11;-0.00189805;-0.000442713
1.5e+11;-3.82941e-05;0.000363267
2e+11;3.6446e-05;8.23873e-08
2.5e+11;-3.39036e-06;-7.3026e-06
