"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;-3.54391e-07;6.19689e-07
-2e+11;2.41381e-06;1.68568e-07
-1.5e+11;-1.33943e-06;-1.56943e-05
-1e+11;-6.46371e-05;1.56355e-05
-5e+10;-0.00155654;-0.00473755
0;-6.16641e-20;0
5e+10;-0.00155654;0.00473755
1e+11;-6.46371e-05;-1.56355e-05
1.5e+11;-1.33943e-06;1.56943e-05
2e+11;2.41381e-06;-1.68568e-07
2.5e+11;-3.54391e-07;-6.19689e-07
