"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
2e+11;0.00863316;0.0074272;0.0118293
2.5e+11;0.00863316;-0.00461548;0.0101474
-2.5e+11;0.00887939;-0.00472028;-0.0110482
-2e+11;0.00887939;0.00683228;-0.0121925
-1.5e+11;0.00887939;0.000401378;0.0435957
-1e+11;0.00887939;-0.00970309;-0.00100481
-5e+10;0.00887939;-0.370421;-0.399823
0;0.00887939;-1.00601e-15;0
5e+10;0.00887939;-0.370421;0.399823
1e+11;0.00887939;-0.00970309;0.00100481
1.5e+11;0.00887939;0.000401378;-0.0435957
2e+11;0.00887939;0.00683228;0.0121925
2.5e+11;0.00887939;-0.00472028;0.0110482
-2.5e+11;0.00912562;-0.00477203;-0.0120151
-2e+11;0.00912562;0.00616937;-0.0126352
-1.5e+11;0.00912562;-0.000217256;0.045593
-1e+11;0.00912562;-0.0104573;0.000720393
-5e+10;0.00912562;-0.374104;-0.404438
0;0.00912562;1.16817e-14;0
5e+10;0.00912562;-0.374104;0.404438
1e+11;0.00912562;-0.0104573;-0.000720393
1.5e+11;0.00912562;-0.000217256;-0.045593
2e+11;0.00912562;0.00616937;0.0126352
2.5e+11;0.00912562;-0.00477203;0.0120151
-2.5e+11;0.00937185;-0.00478015;-0.0130293
-2e+11;0.00937185;0.00546278;-0.0131387
-1.5e+11;0.00937185;-0.000942337;0.047603
-1e+11;0.00937185;-0.0112708;0.00258454
-5e+10;0.00937185;-0.377514;-0.408792
0;0.00937185;1.08531e-15;0
5e+10;0.00937185;-0.377514;0.408792
1e+11;0.00937185;-0.0112708;-0.00258454
1.5e+11;0.00937185;-0.000942337;-0.047603
2e+11;0.00937185;0.00546278;0.0131387
2.5e+11;0.00937185;-0.00478015;0.0130293
-2.5e+11;0.00961809;-0.00475565;-0.0140748
-2e+11;0.00961809;0.00473002;-0.0136848
-1.5e+11;0.00961809;-0.00173898;0.0496164
-1e+11;0.00961809;-0.0121264;0.00454707
-5e+10;0.00961809;-0.380715;-0.412946
0;0.00961809;2.8476e-14;0
5e+10;0.00961809;-0.380715;0.412946
1e+11;0.00961809;-0.0121264;-0.00454707
1.5e+11;0.00961809;-0.00173898;-0.0496164
2e+11;0.00961809;0.00473002;0.0136848
2.5e+11;0.00961809;-0.00475565;0.0140748
-2.5e+11;0.00986432;-0.00470709;-0.0151397
-2e+11;0.00986432;0.00398329;-0.0142598
-1.5e+11;0.00986432;-0.00258198;0.0516274
-1e+11;0.00986432;-0.0130118;0.00657919
-5e+10;0.00986432;-0.38375;-0.416943
0;0.00986432;-1.71866e-13;0
5e+10;0.00986432;-0.38375;0.416943
1e+11;0.00986432;-0.0130118;-0.00657919
1.5e+11;0.00986432;-0.00258198;-0.0516274
2e+11;0.00986432;0.00398329;0.0142598
2.5e+11;0.00986432;-0.00470709;0.0151397
-2.5e+11;0.0101105;-0.00464003;-0.0162162
-2e+11;0.0101105;0.00323082;-0.0148543
-1.5e+11;0.0101105;-0.00345344;0.053632
-1e+11;0.0101105;-0.0139178;0.00866041
-5e+10;0.0101105;-0.386648;-0.420813
0;0.0101105;-1.04143e-12;0
5e+10;0.0101105;-0.386648;0.420813
1e+11;0.0101105;-0.0139178;-0.00866041
1.5e+11;0.0101105;-0.00345344;-0.053632
2e+11;0.0101105;0.00323082;0.0148543
2.5e+11;0.0101105;-0.00464003;0.0162162
-2.5e+11;0.0103568;-0.00455806;-0.0172985
-2e+11;0.0103568;0.0024787;-0.0154616
-1.5e+11;0.0103568;-0.00434024;0.0556273
-1e+11;0.0103568;-0.0148374;0.0107756
-5e+10;0.0103568;-0.389432;-0.424576
0;0.0103568;2.5983e-12;0
5e+10;0.0103568;-0.389432;0.424576
1e+11;0.0103568;-0.0148374;-0.0107756
1.5e+11;0.0103568;-0.00434024;-0.0556273
2e+11;0.0103568;0.0024787;0.0154616
2.5e+11;0.0103568;-0.00455806;0.0172985
-2.5e+11;0.010603;-0.0044633;-0.0183826
-2e+11;0.010603;0.00173173;-0.0160767
-1.5e+11;0.010603;-0.00523217;0.0576108
-1e+11;0.010603;-0.0157657;0.0129131
-5e+10;0.010603;-0.392114;-0.428245
0;0.010603;1.56807e-12;0
