"FREQ";"Y";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2e+11;0.00608028;2.9815e-19;2.41222e-19
-1.5e+11;0.00608028;7.74269e-20;2.20642e-19
-1e+11;0.00608028;-1.04393e-19;1.21606e-19
-5e+10;0.00608028;-8.45534e-19;0.00304014
0;0.00608028;1.68599e-12;0
5e+10;0.00608028;-8.45534e-19;-0.00304014
1e+11;0.00608028;-1.04393e-19;-1.21606e-19
1.5e+11;0.00608028;7.74269e-20;-2.20642e-19
2e+11;0.00608028;2.9815e-19;-2.41222e-19
2.5e+11;0.00608028;3.84452e-19;-2.58491e-19
-2.5e+11;0.00624416;1.34715e-19;-1.49449e-19
-2e+11;0.00624416;2.68813e-19;1.16165e-19
-1.5e+11;0.00624416;4.50282e-19;3.33132e-19
-1e+11;0.00624416;2.01215e-19;1.07033e-19
-5e+10;0.00624416;-1.05845e-18;0.00312208
0;0.00624416;-3.99088e-14;0
5e+10;0.00624416;-1.05845e-18;-0.00312208
1e+11;0.00624416;2.01215e-19;-1.07033e-19
1.5e+11;0.00624416;4.50282e-19;-3.33132e-19
2e+11;0.00624416;2.68813e-19;-1.16165e-19
2.5e+11;0.00624416;1.34715e-19;1.49449e-19
-2.5e+11;0.00640804;2.16712e-19;-7.13987e-20
-2e+11;0.00640804;3.35527e-19;2.17717e-19
-1.5e+11;0.00640804;3.35278e-19;3.85197e-19
-1e+11;0.00640804;9.05257e-20;2.22553e-19
-5e+10;0.00640804;-1.06371e-18;0.00320402
0;0.00640804;-2.53391e-14;0
5e+10;0.00640804;-1.06371e-18;-0.00320402
1e+11;0.00640804;9.05257e-20;-2.22553e-19
1.5e+11;0.00640804;3.35278e-19;-3.85197e-19
2e+11;0.00640804;3.35527e-19;-2.17717e-19
2.5e+11;0.00640804;2.16712e-19;7.13987e-20
-2.5e+11;0.00657192;2.30815e-19;3.12484e-19
-2e+11;0.00657192;3.11837e-19;4.53084e-19
-1.5e+11;0.00657192;3.60928e-19;2.60341e-19
-1e+11;0.00657192;2.54148e-19;3.41628e-19
-5e+10;0.00657192;-1.11015e-18;0.00328596
0;0.00657192;-6.14417e-14;0
5e+10;0.00657192;-1.11015e-18;-0.00328596
1e+11;0.00657192;2.54148e-19;-3.41628e-19
1.5e+11;0.00657192;3.60928e-19;-2.60341e-19
2e+11;0.00657192;3.11837e-19;-4.53084e-19
2.5e+11;0.00657192;2.30815e-19;-3.12484e-19
-2.5e+11;0.0067358;1.90499e-19;-2.12966e-19
-2e+11;0.0067358;4.3524e-19;1.41944e-19
-1.5e+11;0.0067358;2.14936e-19;4.74569e-19
-1e+11;0.0067358;1.13578e-19;-5.61539e-20
-5e+10;0.0067358;-1.00392e-18;0.0033679
0;0.0067358;3.92211e-13;0
5e+10;0.0067358;-1.00392e-18;-0.0033679
1e+11;0.0067358;1.13578e-19;5.61539e-20
1.5e+11;0.0067358;2.14936e-19;-4.74569e-19
2e+11;0.0067358;4.3524e-19;-1.41944e-19
2.5e+11;0.0067358;1.90499e-19;2.12966e-19
-2.5e+11;0.00689968;1.44736e-19;-1.91271e-19
-2e+11;0.00689968;3.75493e-19;2.32924e-19
-1.5e+11;0.00689968;3.62308e-19;1.18181e-19
-1e+11;0.00689968;1.35271e-19;1.53445e-19
-5e+10;0.00689968;-1.11845e-18;0.00344984
0;0.00689968;-1.3271e-13;0
5e+10;0.00689968;-1.11845e-18;-0.00344984
1e+11;0.00689968;1.35271e-19;-1.53445e-19
1.5e+11;0.00689968;3.62308e-19;-1.18181e-19
2e+11;0.00689968;3.75493e-19;-2.32924e-19
2.5e+11;0.00689968;1.44736e-19;1.91271e-19
-2.5e+11;0.00706356;2.69104e-19;9.01291e-20
-2e+11;0.00706356;3.91275e-19;3.88723e-20
-1.5e+11;0.00706356;3.49946e-19;4.59264e-19
-1e+11;0.00706356;-1.42737e-19;3.1773e-19
-5e+10;0.00706356;-1.12941e-18;0.00353178
0;0.00706356;-1.97708e-15;0
5e+10;0.00706356;-1.12941e-18;-0.00353178
1e+11;0.00706356;-1.42737e-19;-3.1773e-19
1.5e+11;0.00706356;3.49946e-19;-4.59264e-19
2e+11;0.00706356;3.91275e-19;-3.88723e-20
2.5e+11;0.00706356;2.69104e-19;-9.01291e-20
-2.5e+11;0.00722744;3.56973e-19;2.55909e-19
-2e+11;0.00722744;1.35706e-19;6.29558e-20
-1.5e+11;0.00722744;2.60761e-19;4.24832e-19
-1e+11;0.00722744;1.96624e-19;-5.62581e-20
-5e+10;0.00722744;-1.07151e-18;0.00361372
0;0.00722744;-1.06328e-13;0
5e+10;0.00722744;-1.07151e-18;-0.00361372
1e+11;0.00722744;1.96624e-19;5.62581e-20
1.5e+11;0.00722744;2.60761e-19;-4.24832e-19
2e+11;0.00722744;1.35706e-19;-6.29558e-20
2.5e+11;0.00722744;3.56973e-19;-2.55909e-19
-2.5e+11;0.00739132;2.72576e-19;1.54574e-19
-2e+11;0.00739132;4.08942e-19;3.88697e-19
-1.5e+11;0.00739132;3.16264e-19;5.77015e-19
-1e+11;0.00739132;1.76056e-19;1.81852e-19
-5e+10;0.00739132;-1.17413e-18;0.00369566
0;0.00739132;6.62988e-14;0
5e+10;0.00739132;-1.17413e-18;-0.00369566
1e+11;0.00739132;1.76056e-19;-1.81852e-19
1.5e+11;0.00739132;3.16264e-19;-5.77015e-19
2e+11;0.00739132;4.08942e-19;-3.88697e-19
2.5e+11;0.00739132;2.72576e-19;-1.54574e-19
-2.5e+11;0.0075552;2.37409e-19;3.80887e-20
-2e+11;0.0075552;6.5437e-19;-2.52282e-19
-1.5e+11;0.0075552;8.21745e-20;3.32149e-19
-1e+11;0.0075552;6.15133e-20;1.65264e-19
-5e+10;0.0075552;-1.04245e-18;0.0037776
0;0.0075552;-2.5225e-14;0
5e+10;0.0075552;-1.04245e-18;-0.0037776
1e+11;0.0075552;6.15133e-20;-1.65264e-19
1.5e+11;0.0075552;8.21745e-20;-3.32149e-19
2e+11;0.0075552;6.5437e-19;2.52282e-19
2.5e+11;0.0075552;2.37409e-19;-3.80887e-20
-2.5e+11;0.00771908;3.91633e-19;2.40944e-19
-2e+11;0.00771908;3.40778e-19;9.28907e-20
-1.5e+11;0.00771908;3.68699e-19;5.49865e-19
-1e+11;0.00771908;2.40189e-19;4.95806e-19
-5e+10;0.00771908;-1.32084e-18;0.00385954
0;0.00771908;-1.2095e-14;0
5e+10;0.00771908;-1.32084e-18;-0.00385954
1e+11;0.00771908;2.40189e-19;-4.95806e-19
1.5e+11;0.00771908;3.68699e-19;-5.49865e-19
2e+11;0.00771908;3.40778e-19;-9.28907e-20
2.5e+11;0.00771908;3.91633e-19;-2.40944e-19
-2.5e+11;0.00788296;2.18839e-19;-2.22938e-19
-2e+11;0.00788296;5.19917e-19;6.55032e-19
-1.5e+11;0.00788296;2.75382e-19;6.37983e-19
-1e+11;0.00788296;1.38829e-19;9.47687e-20
-5e+10;0.00788296;-1.30095e-18;0.00394148
0;0.00788296;-1.76088e-13;0
5e+10;0.00788296;-1.30095e-18;-0.00394148
1e+11;0.00788296;1.38829e-19;-9.47687e-20
1.5e+11;0.00788296;2.75382e-19;-6.37983e-19
2e+11;0.00788296;5.19917e-19;-6.55032e-19
2.5e+11;0.00788296;2.18839e-19;2.22938e-19
-2.5e+11;0.00804684;3.18479e-19;-1.56922e-19
-2e+11;0.00804684;5.57924e-19;2.53998e-19
-1.5e+11;0.00804684;3.54517e-19;6.56982e-19
-1e+11;0.00804684;7.14022e-20;4.68367e-19
-5e+10;0.00804684;-1.4132e-18;0.00402342
0;0.00804684;2.12727e-13;0
5e+10;0.00804684;-1.4132e-18;-0.00402342
1e+11;0.00804684;7.14022e-20;-4.68367e-19
1.5e+11;0.00804684;3.54517e-19;-6.56982e-19
2e+11;0.00804684;5.57924e-19;-2.53998e-19
2.5e+11;0.00804684;3.18479e-19;1.56922e-19
-2.5e+11;0.00821072;4.84296e-19;-3.92709e-19
-2e+11;0.00821072;4.65057e-19;3.69916e-19
-1.5e+11;0.00821072;3.67673e-19;1.39615e-18
-1e+11;0.00821072;-1.63291e-20;3.02335e-19
-5e+10;0.00821072;-1.40849e-18;0.00410536
0;0.00821072;-2.33944e-14;0
5e+10;0.00821072;-1.40849e-18;-0.00410536
1e+11;0.00821072;-1.63291e-20;-3.02335e-19
1.5e+11;0.00821072;3.67673e-19;-1.39615e-18
2e+11;0.00821072;4.65057e-19;-3.69916e-19
2.5e+11;0.00821072;4.84296e-19;3.92709e-19
-2.5e+11;0.0083746;3.7467e-19;6.47542e-20
-2e+11;0.0083746;3.34008e-19;4.29252e-19
-1.5e+11;0.0083746;3.92436e-19;4.92364e-19
-1e+11;0.0083746;2.84204e-19;6.13498e-19
-5e+10;0.0083746;-1.34265e-18;0.0041873
0;0.0083746;4.90646e-14;0
5e+10;0.0083746;-1.34265e-18;-0.0041873
1e+11;0.0083746;2.84204e-19;-6.13498e-19
