"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
5e+10;0.0059164;-0.465345;0.352633
1e+11;0.0059164;-0.0392716;-0.159562
1.5e+11;0.0059164;-0.0400678;-0.0104655
2e+11;0.0059164;0.0295967;-0.00746629
2.5e+11;0.0059164;-0.0085423;-0.0102401
-2.5e+11;0.00608028;-0.00878942;0.00925796
-2e+11;0.00608028;0.0324205;0.00654284
-1.5e+11;0.00608028;-0.0418381;0.0139493
-1e+11;0.00608028;-0.0334871;0.158477
-5e+10;0.00608028;-0.473735;-0.345565
0;0.00608028;4.85693e-09;0
5e+10;0.00608028;-0.473735;0.345565
1e+11;0.00608028;-0.0334871;-0.158477
1.5e+11;0.00608028;-0.0418381;-0.0139493
2e+11;0.00608028;0.0324205;-0.00654284
2.5e+11;0.00608028;-0.00878942;-0.00925796
-2.5e+11;0.00624416;-0.00875438;0.00799332
-2e+11;0.00624416;0.0344013;0.00574887
-1.5e+11;0.00624416;-0.0425677;0.0174033
-1e+11;0.00624416;-0.0289977;0.157185
-5e+10;0.00624416;-0.480566;-0.338897
0;0.00624416;2.23153e-10;0
5e+10;0.00624416;-0.480566;0.338897
1e+11;0.00624416;-0.0289977;-0.157185
1.5e+11;0.00624416;-0.0425677;-0.0174033
2e+11;0.00624416;0.0344013;-0.00574887
2.5e+11;0.00624416;-0.00875438;-0.00799332
-2.5e+11;0.00640804;-0.00864829;0.00694403
-2e+11;0.00640804;0.0360757;0.00497653
-1.5e+11;0.00640804;-0.0427729;0.020601
-1e+11;0.00640804;-0.025602;0.156305
-5e+10;0.00640804;-0.486103;-0.333251
0;0.00640804;-3.86178e-10;0
5e+10;0.00640804;-0.486103;0.333251
1e+11;0.00640804;-0.025602;-0.156305
1.5e+11;0.00640804;-0.0427729;-0.020601
2e+11;0.00640804;0.0360757;-0.00497653
2.5e+11;0.00640804;-0.00864829;-0.00694403
-2.5e+11;0.00657192;-0.00857008;0.00626032
-2e+11;0.00657192;0.0377392;0.00419987
-1.5e+11;0.00657192;-0.0427649;0.0234809
-1e+11;0.00657192;-0.023027;0.156053
-5e+10;0.00657192;-0.490675;-0.328722
0;0.00657192;-7.46409e-10;0
5e+10;0.00657192;-0.490675;0.328722
1e+11;0.00657192;-0.023027;-0.156053
1.5e+11;0.00657192;-0.0427649;-0.0234809
2e+11;0.00657192;0.0377392;-0.00419987
2.5e+11;0.00657192;-0.00857008;-0.00626032
-2.5e+11;0.0067358;-0.0085331;0.00587621
-2e+11;0.0067358;0.0394602;0.00342329
-1.5e+11;0.0067358;-0.042663;0.0260994
-1e+11;0.0067358;-0.0210111;0.156335
-5e+10;0.0067358;-0.494593;-0.325065
0;0.0067358;9.10407e-09;0
5e+10;0.0067358;-0.494593;0.325065
1e+11;0.0067358;-0.0210111;-0.156335
1.5e+11;0.0067358;-0.042663;-0.0260994
2e+11;0.0067358;0.0394602;-0.00342329
2.5e+11;0.0067358;-0.0085331;-0.00587621
-2.5e+11;0.00689968;-0.00852967;0.00569835
-2e+11;0.00689968;0.0412352;0.00265063
-1.5e+11;0.00689968;-0.0425142;0.0285271
-1e+11;0.00689968;-0.0193574;0.156998
-5e+10;0.00689968;-0.498086;-0.322012
0;0.00689968;7.56699e-09;0
5e+10;0.00689968;-0.498086;0.322012
1e+11;0.00689968;-0.0193574;-0.156998
1.5e+11;0.00689968;-0.0425142;-0.0285271
2e+11;0.00689968;0.0412352;-0.00265063
2.5e+11;0.00689968;-0.00852967;-0.00569835
-2.5e+11;0.00706356;-0.0085511;0.00565502
-2e+11;0.00706356;0.0430469;0.00188312
-1.5e+11;0.00706356;-0.0423394;0.0308178
-1e+11;0.00706356;-0.0179351;0.157917
-5e+10;0.00706356;-0.501302;-0.319367
0;0.00706356;4.48487e-09;0
5e+10;0.00706356;-0.501302;0.319367
1e+11;0.00706356;-0.0179351;-0.157917
1.5e+11;0.00706356;-0.0423394;-0.0308178
2e+11;0.00706356;0.0430469;-0.00188312
2.5e+11;0.00706356;-0.0085511;-0.00565502
-2.5e+11;0.00722744;-0.00859095;0.00569728
-2e+11;0.00722744;0.0448783;0.00111981
-1.5e+11;0.00722744;-0.0421484;0.033009
-1e+11;0.00722744;-0.0166596;0.159003
-5e+10;0.00722744;-0.504334;-0.316992
0;0.00722744;1.9393e-09;0
5e+10;0.00722744;-0.504334;0.316992
1e+11;0.00722744;-0.0166596;-0.159003
1.5e+11;0.00722744;-0.0421484;-0.033009
2e+11;0.00722744;0.0448783;-0.00111981
2.5e+11;0.00722744;-0.00859095;-0.00569728
-2.5e+11;0.00739132;-0.00864452;0.0057933
-2e+11;0.00739132;0.0467155;0.000359403
-1.5e+11;0.00739132;-0.0419461;0.0351258
-1e+11;0.00739132;-0.0154779;0.160194
-5e+10;0.00739132;-0.507241;-0.314798
0;0.00739132;1.27779e-09;0
5e+10;0.00739132;-0.507241;0.314798
1e+11;0.00739132;-0.0154779;-0.160194
1.5e+11;0.00739132;-0.0419461;-0.0351258
2e+11;0.00739132;0.0467155;-0.000359403
2.5e+11;0.00739132;-0.00864452;-0.0057933
-2.5e+11;0.0075552;-0.00870855;0.00592269
-2e+11;0.0075552;0.0485483;-0.000399145
-1.5e+11;0.0075552;-0.0417346;0.0371846
-1e+11;0.0075552;-0.0143567;0.161449
-5e+10;0.0075552;-0.510058;-0.312728
0;0.0075552;7.69426e-10;0
5e+10;0.0075552;-0.510058;0.312728
1e+11;0.0075552;-0.0143567;-0.161449
1.5e+11;0.0075552;-0.0417346;-0.0371846
