"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-1e+11;0.00587958;-0.0410152;0.15838
-5e+10;0.00587958;-0.463705;-0.355451
0;0.00587958;-7.49942e-10;0
5e+10;0.00587958;-0.463705;0.355451
1e+11;0.00587958;-0.0410152;-0.15838
1.5e+11;0.00587958;-0.0407747;-0.0102333
2e+11;0.00587958;0.0295022;-0.00781094
2.5e+11;0.00587958;-0.00898483;-0.00962148
-2.5e+11;0.00599999;-0.0092262;0.00902686
-2e+11;0.00599999;0.0318072;0.00711619
-1.5e+11;0.00599999;-0.042264;0.012763
-1e+11;0.00599999;-0.0365996;0.157794
-5e+10;0.00599999;-0.47005;-0.350298
0;0.00599999;1.08649e-09;0
5e+10;0.00599999;-0.47005;0.350298
1e+11;0.00599999;-0.0365996;-0.157794
