"FREQ";"Y";"r xyce/V(VIN)";"i xyce/V(VIN)"
-5e+10;0.0031102;0.0121986;0.12409
0;0.0031102;1.58887;0
5e+10;0.0031102;0.0121986;-0.12409
1e+11;0.0031102;0.00170192;0.00618571
1.5e+11;0.0031102;0.00157609;-0.00192382
2e+11;0.0031102;-5.18929e-05;-0.000687974
2.5e+11;0.0031102;7.89852e-05;-0.000252025
-2.5e+11;0.00323061;0.000339095;0.000465285
-2e+11;0.00323061;-2.88264e-05;0.000539236
-1.5e+11;0.00323061;0.00158639;0.0022054
-1e+11;0.00323061;0.00229414;-0.00672804
-5e+10;0.00323061;0.0114557;0.130181
0;0.00323061;1.6024;0
5e+10;0.00323061;0.0114557;-0.130181
1e+11;0.00323061;0.00229414;0.00672804
1.5e+11;0.00323061;0.00158639;-0.0022054
2e+11;0.00323061;-2.88264e-05;-0.000539236
2.5e+11;0.00323061;0.000339095;-0.000465285
-2.5e+11;0.00335102;0.000602344;0.00065733
-2e+11;0.00335102;-1.25646e-05;0.000338595
-1.5e+11;0.00335102;0.00155607;0.00246918
-1e+11;0.00335102;0.00289562;-0.00729526
-5e+10;0.00335102;0.0106234;0.1364
0;0.00335102;1.61543;0
5e+10;0.00335102;0.0106234;-0.1364
1e+11;0.00335102;0.00289562;0.00729526
1.5e+11;0.00335102;0.00155607;-0.00246918
2e+11;0.00335102;-1.25646e-05;-0.000338595
2.5e+11;0.00335102;0.000602344;-0.00065733
-2.5e+11;0.00347142;0.000858911;0.000820448
-2e+11;0.00347142;-3.44118e-06;9.19082e-05
-1.5e+11;0.00347142;0.0014878;0.00271274
-1e+11;0.00347142;0.0035016;-0.00788968
-5e+10;0.00347142;0.00970916;0.142741
0;0.00347142;1.62963;0
5e+10;0.00347142;0.00970916;-0.142741
1e+11;0.00347142;0.0035016;0.00788968
1.5e+11;0.00347142;0.0014878;-0.00271274
2e+11;0.00347142;-3.44118e-06;-9.19082e-05
2.5e+11;0.00347142;0.000858911;-0.000820448
-2.5e+11;0.00359183;0.00110676;0.000961629
-2e+11;0.00359183;1.79578e-06;-0.000188397
-1.5e+11;0.00359183;0.00138774;0.00294033
-1e+11;0.00359183;0.00411342;-0.00850551
-5e+10;0.00359183;0.00872231;0.149189
0;0.00359183;1.64358;0
5e+10;0.00359183;0.00872231;-0.149189
1e+11;0.00359183;0.00411342;0.00850551
1.5e+11;0.00359183;0.00138774;-0.00294033
2e+11;0.00359183;1.79578e-06;0.000188397
2.5e+11;0.00359183;0.00110676;-0.000961629
-2.5e+11;0.00371224;0.00134372;0.00108912
-2e+11;0.00371224;8.14901e-06;-0.000489248
-1.5e+11;0.00371224;0.00126126;0.00315488
-1e+11;0.00371224;0.00473218;-0.00913403
-5e+10;0.00371224;0.00766951;0.155719
0;0.00371224;1.65752;0
5e+10;0.00371224;0.00766951;-0.155719
1e+11;0.00371224;0.00473218;0.00913403
1.5e+11;0.00371224;0.00126126;-0.00315488
2e+11;0.00371224;8.14901e-06;0.000489248
2.5e+11;0.00371224;0.00134372;-0.00108912
-2.5e+11;0.00383265;0.00155057;0.00119905
-2e+11;0.00383265;2.85004e-05;-0.000787482
-1.5e+11;0.00383265;0.0011126;0.00334596
-1e+11;0.00383265;0.00534804;-0.00975764
-5e+10;0.00383265;0.00655119;0.162282
0;0.00383265;1.67061;0
5e+10;0.00383265;0.00655119;-0.162282
1e+11;0.00383265;0.00534804;0.00975764
1.5e+11;0.00383265;0.0011126;-0.00334596
2e+11;0.00383265;2.85004e-05;0.000787482
2.5e+11;0.00383265;0.00155057;-0.00119905
-2.5e+11;0.00395306;0.00165709;0.00124926
-2e+11;0.00395306;9.79924e-05;-0.00101981
-1.5e+11;0.00395306;0.000951054;0.00346881
-1e+11;0.00395306;0.00591755;-0.0103354
-5e+10;0.00395306;0.00536499;0.168742
0;0.00395306;1.68779;0
5e+10;0.00395306;0.00536499;-0.168742
1e+11;0.00395306;0.00591755;0.0103354
1.5e+11;0.00395306;0.000951054;-0.00346881
2e+11;0.00395306;9.79924e-05;0.00101981
2.5e+11;0.00395306;0.00165709;-0.00124926
-2.5e+11;0.00407346;0.00162798;0.00121254
-2e+11;0.00407346;0.000233871;-0.00115168
-1.5e+11;0.00407346;0.000784615;0.00350379
-1e+11;0.00407346;0.00641312;-0.0108513
-5e+10;0.00407346;0.00412851;0.175004
0;0.00407346;1.70158;0
5e+10;0.00407346;0.00412851;-0.175004
1e+11;0.00407346;0.00641312;0.0108513
1.5e+11;0.00407346;0.000784615;-0.00350379
2e+11;0.00407346;0.000233871;0.00115168
2.5e+11;0.00407346;0.00162798;-0.00121254
-2.5e+11;0.00419387;0.00151567;0.00111889
-2e+11;0.00419387;0.000412335;-0.0012225
-1.5e+11;0.00419387;0.000611726;0.00348954
-1e+11;0.00419387;0.00685983;-0.0113374
-5e+10;0.00419387;0.00287228;0.18112
0;0.00419387;1.71198;0
5e+10;0.00419387;0.00287228;-0.18112
1e+11;0.00419387;0.00685983;0.0113374
1.5e+11;0.00419387;0.000611726;-0.00348954
2e+11;0.00419387;0.000412335;0.0012225
2.5e+11;0.00419387;0.00151567;-0.00111889
-2.5e+11;0.00431428;0.00136136;0.000993785
-2e+11;0.00431428;0.000614793;-0.00126409
-1.5e+11;0.00431428;0.000430424;0.00345615
-1e+11;0.00431428;0.00727707;-0.0118184
-5e+10;0.00431428;0.00161964;0.18713
0;0.00431428;1.72526;0
5e+10;0.00431428;0.00161964;-0.18713
1e+11;0.00431428;0.00727707;0.0118184
1.5e+11;0.00431428;0.000430424;-0.00345615
2e+11;0.00431428;0.000614793;0.00126409
2.5e+11;0.00431428;0.00136136;-0.000993785
-2.5e+11;0.00443469;0.00118516;0.000849554
-2e+11;0.00443469;0.000832256;-0.0012914
-1.5e+11;0.00443469;0.000240568;0.00341956
-1e+11;0.00443469;0.00767065;-0.0123086
-5e+10;0.00443469;0.000391293;0.193038
0;0.00443469;1.74323;0
5e+10;0.00443469;0.000391293;-0.193038
1e+11;0.00443469;0.00767065;0.0123086
1.5e+11;0.00443469;0.000240568;-0.00341956
2e+11;0.00443469;0.000832256;0.0012914
2.5e+11;0.00443469;0.00118516;-0.000849554
-2.5e+11;0.0045551;0.000998153;0.000692516
-2e+11;0.0045551;0.00105978;-0.00131211
-1.5e+11;0.0045551;4.30815e-05;0.00339034
-1e+11;0.0045551;0.00803902;-0.0128189
-5e+10;0.0045551;-0.000789329;0.198822
0;0.0045551;1.75691;0
5e+10;0.0045551;-0.000789329;-0.198822
1e+11;0.0045551;0.00803902;0.0128189
1.5e+11;0.0045551;4.30815e-05;-0.00339034
2e+11;0.0045551;0.00105978;0.00131211
2.5e+11;0.0045551;0.000998153;-0.000692516
-2.5e+11;0.0046755;0.00080807;0.000526454
-2e+11;0.0046755;0.00129395;-0.00133124
-1.5e+11;0.0046755;-0.000160417;0.0033781
-1e+11;0.0046755;0.00837537;-0.0133607
-5e+10;0.0046755;-0.00189219;0.204443
0;0.0046755;1.77174;0
5e+10;0.0046755;-0.00189219;-0.204443
1e+11;0.0046755;0.00837537;0.0133607
1.5e+11;0.0046755;-0.000160417;-0.0033781
2e+11;0.0046755;0.00129395;0.00133124
2.5e+11;0.0046755;0.00080807;-0.000526454
-2.5e+11;0.00479591;0.00062187;0.00035409
-2e+11;0.00479591;0.00153183;-0.00135311
-1.5e+11;0.00479591;-0.000367612;0.00339422
-1e+11;0.00479591;0.00866713;-0.013949
-5e+10;0.00479591;-0.00287545;0.209837
0;0.00479591;1.7782;0
5e+10;0.00479591;-0.00287545;-0.209837
1e+11;0.00479591;0.00866713;0.013949
1.5e+11;0.00479591;-0.000367612;-0.00339422
2e+11;0.00479591;0.00153183;0.00135311
2.5e+11;0.00479591;0.00062187;-0.00035409
-2.5e+11;0.00491632;0.000447407;0.000177816
-2e+11;0.00491632;0.00177052;-0.00138283
-1.5e+11;0.00491632;-0.000575289;0.00345504
-1e+11;0.00491632;0.00889287;-0.0146058
-5e+10;0.00491632;-0.0036766;0.214897
0;0.00491632;1.79351;0
5e+10;0.00491632;-0.0036766;-0.214897
1e+11;0.00491632;0.00889287;0.0146058
1.5e+11;0.00491632;-0.000575289;-0.00345504
2e+11;0.00491632;0.00177052;0.00138283
2.5e+11;0.00491632;0.000447407;-0.000177816
-2.5e+11;0.00503673;0.000295452;2.01365e-07
-2e+11;0.00503673;0.00200692;-0.00142818
-1.5e+11;0.00503673;-0.000778807;0.00358786
-1e+11;0.00503673;0.00901445;-0.0153684
-5e+10;0.00503673;-0.0041937;0.219439
0;0.00503673;1.80631;0
5e+10;0.00503673;-0.0041937;-0.219439
1e+11;0.00503673;0.00901445;0.0153684
1.5e+11;0.00503673;-0.000778807;-0.00358786
2e+11;0.00503673;0.00200692;0.00142818
2.5e+11;0.00503673;0.000295452;-2.01365e-07
-2.5e+11;0.00515714;0.000182778;-0.000175981
-2e+11;0.00515714;0.00223879;-0.00150358
-1.5e+11;0.00515714;-0.00097154;0.00384509
-1e+11;0.00515714;0.00895791;-0.0163075
-5e+10;0.00515714;-0.00424473;0.22311
0;0.00515714;1.82963;0
5e+10;0.00515714;-0.00424473;-0.22311
1e+11;0.00515714;0.00895791;0.0163075
1.5e+11;0.00515714;-0.00097154;-0.00384509
2e+11;0.00515714;0.00223879;0.00150358
2.5e+11;0.00515714;0.000182778;0.000175981
-2.5e+11;0.00527754;0.000136423;-0.000350728
-2e+11;0.00527754;0.00247256;-0.00164076
-1.5e+11;0.00527754;-0.00114639;0.004344
-1e+11;0.00527754;0.00856099;-0.0175765
-5e+10;0.00527754;-0.00347115;0.225153
0;0.00527754;1.84123;0
5e+10;0.00527754;-0.00347115;-0.225153
1e+11;0.00527754;0.00856099;0.0175765
1.5e+11;0.00527754;-0.00114639;-0.004344
2e+11;0.00527754;0.00247256;0.00164076
2.5e+11;0.00527754;0.000136423;0.000350728
-2.5e+11;0.00539795;0.000171675;-0.000556253
-2e+11;0.00539795;0.00277566;-0.0019078
-1.5e+11;0.00539795;-0.00132307;0.00534895
-1e+11;0.00539795;0.00748065;-0.0195072
-5e+10;0.00539795;-0.00126763;0.224016
0;0.00539795;1.85451;0
5e+10;0.00539795;-0.00126763;-0.224016
1e+11;0.00539795;0.00748065;0.0195072
1.5e+11;0.00539795;-0.00132307;-0.00534895
2e+11;0.00539795;0.00277566;0.0019078
2.5e+11;0.00539795;0.000171675;0.000556253
-2.5e+11;0.00551836;0.00012438;-0.000944157
-2e+11;0.00551836;0.00337505;-0.00231261
-1.5e+11;0.00551836;-0.00163969;0.00696861
-1e+11;0.00551836;0.00566367;-0.0222004
-5e+10;0.00551836;0.00193539;0.219666
0;0.00551836;1.87029;0
5e+10;0.00551836;0.00193539;-0.219666
1e+11;0.00551836;0.00566367;0.0222004
1.5e+11;0.00551836;-0.00163969;-0.00696861
2e+11;0.00551836;0.00337505;0.00231261
2.5e+11;0.00551836;0.00012438;0.000944157
-2.5e+11;0.00563877;-0.000167355;-0.00155339
-2e+11;0.00563877;0.00426434;-0.0026888
-1.5e+11;0.00563877;-0.00213323;0.00861967
-1e+11;0.00563877;0.00391868;-0.0249032
-5e+10;0.00563877;0.0043124;0.21598
0;0.00563877;1.88394;0
5e+10;0.00563877;0.0043124;-0.21598
1e+11;0.00563877;0.00391868;0.0249032
1.5e+11;0.00563877;-0.00213323;-0.00861967
2e+11;0.00563877;0.00426434;0.0026888
2.5e+11;0.00563877;-0.000167355;0.00155339
-2.5e+11;0.00575918;-0.000591078;-0.00223947
-2e+11;0.00575918;0.00523575;-0.00301505
-1.5e+11;0.00575918;-0.00266699;0.0101167
-1e+11;0.00575918;0.00239442;-0.0273848
-5e+10;0.00575918;0.00586019;0.213609
0;0.00575918;1.89417;0
5e+10;0.00575918;0.00586019;-0.213609
1e+11;0.00575918;0.00239442;0.0273848
1.5e+11;0.00575918;-0.00266699;-0.0101167
2e+11;0.00575918;0.00523575;0.00301505
2.5e+11;0.00575918;-0.000591078;0.00223947
-2.5e+11;0.00587958;-0.00106754;-0.00291813
-2e+11;0.00587958;0.00619818;-0.00332856
-1.5e+11;0.00587958;-0.00315956;0.0115189
-1e+11;0.00587958;0.000941569;-0.0297058
-5e+10;0.00587958;0.00694493;0.211896
0;0.00587958;1.90707;0
5e+10;0.00587958;0.00694493;-0.211896
1e+11;0.00587958;0.000941569;0.0297058
1.5e+11;0.00587958;-0.00315956;-0.0115189
2e+11;0.00587958;0.00619818;0.00332856
2.5e+11;0.00587958;-0.00106754;0.00291813
-2.5e+11;0.00599999;-0.0015664;-0.00354913
-2e+11;0.00599999;0.00711108;-0.00364907
-1.5e+11;0.00599999;-0.00356683;0.0128585
-1e+11;0.00599999;-0.000527274;-0.0318934
-5e+10;0.00599999;0.00771584;0.210504
0;0.00599999;1.92384;0
5e+10;0.00599999;0.00771584;-0.210504
1e+11;0.00599999;-0.000527274;0.0318934
1.5e+11;0.00599999;-0.00356683;-0.0128585
2e+11;0.00599999;0.00711108;0.00364907
2.5e+11;0.00599999;-0.0015664;0.00354913
