"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;1.98943e-08;3.34115e-08
-2e+11;-5.7898e-08;-1.28507e-07
-1.5e+11;9.79099e-08;-1.02494e-06
-1e+11;5.42023e-06;9.46631e-06
-5e+10;9.68525e-05;0.00062631
0;2.82068e-20;0
5e+10;9.68525e-05;-0.00062631
1e+11;5.42023e-06;-9.46631e-06
1.5e+11;9.79099e-08;1.02494e-06
2e+11;-5.7898e-08;1.28507e-07
2.5e+11;1.98943e-08;-3.34115e-08
