"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;1.15072e-08;4.62882e-09
-2e+11;2.90314e-08;-6.5696e-08
-1.5e+11;-1.33419e-06;-9.395e-07
-1e+11;-9.64327e-06;9.24363e-06
-5e+10;-0.00140821;-0.0022091
0;1.0841e-20;0
5e+10;-0.00140821;0.0022091
1e+11;-9.64327e-06;-9.24363e-06
1.5e+11;-1.33419e-06;9.395e-07
2e+11;2.90314e-08;6.5696e-08
2.5e+11;1.15072e-08;-4.62882e-09
