"FREQ";"r xyce/I(PR2)";"i xyce/I(PR2)"
-2.5e+11;1.29733e-11;9.21297e-11
-2e+11;-1.16041e-09;-1.13762e-09
-1.5e+11;6.06259e-09;-3.42687e-08
-1e+11;6.44613e-07;9.6799e-07
-5e+10;2.47179e-05;0.00020438
0;3.20732e-21;0
5e+10;2.47179e-05;-0.00020438
1e+11;6.44613e-07;-9.6799e-07
1.5e+11;6.06259e-09;3.42687e-08
2e+11;-1.16041e-09;1.13762e-09
2.5e+11;1.29733e-11;-9.21297e-11
