"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;-6.48663e-10;-4.60648e-09
-2e+11;5.80203e-08;5.6881e-08
-1.5e+11;-3.03129e-07;1.71344e-06
-1e+11;-3.22306e-05;-4.83995e-05
-5e+10;-0.00123589;0.0214038
0;-5.78832e-19;0
5e+10;-0.00123589;-0.0214038
1e+11;-3.22306e-05;4.83995e-05
1.5e+11;-3.03129e-07;-1.71344e-06
2e+11;5.80203e-08;-5.6881e-08
2.5e+11;-6.48663e-10;4.60648e-09
