"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;3.51879e-07;7.29585e-08
-2e+11;5.49415e-07;-9.62176e-07
-1.5e+11;-7.85982e-06;-6.28203e-06
-1e+11;-3.46776e-05;3.30485e-05
-5e+10;-0.00243251;-0.00382148
0;2.92563e-19;0
5e+10;-0.00243251;0.00382148
1e+11;-3.46776e-05;-3.30485e-05
1.5e+11;-7.85982e-06;6.28203e-06
2e+11;5.49415e-07;9.62176e-07
2.5e+11;3.51879e-07;-7.29585e-08
