"FREQ";"r xyce/V(VIN)";"i xyce/V(VIN)"
-2.5e+11;-1.85979e-08;-7.76131e-08
-2e+11;4.58113e-07;5.71838e-07
-1.5e+11;-1.43174e-06;9.08546e-06
-1e+11;-9.28267e-05;-0.00014862
-5e+10;-0.00250692;0.0384013
0;2.04371e-18;0
5e+10;-0.00250692;-0.0384013
1e+11;-9.28267e-05;0.00014862
1.5e+11;-1.43174e-06;-9.08546e-06
2e+11;4.58113e-07;-5.71838e-07
2.5e+11;-1.85979e-08;7.76131e-08
