"FREQ";"r xyce/I(PR3)";"i xyce/I(PR3)"
-2.5e+11;5.82428e-10;2.43697e-10
-2e+11;1.90837e-09;-5.68134e-09
-1.5e+11;-2.51329e-07;-1.53772e-07
-1e+11;-2.79696e-06;2.85796e-06
-5e+10;-0.000822692;-0.00129373
0;9.27288e-20;0
5e+10;-0.000822692;0.00129373
1e+11;-2.79696e-06;-2.85796e-06
1.5e+11;-2.51329e-07;1.53772e-07
2e+11;1.90837e-09;5.68134e-09
2.5e+11;5.82428e-10;-2.43697e-10
