"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;2.91214e-08;1.21849e-08
-2e+11;9.54186e-08;-2.84067e-07
-1.5e+11;-1.25664e-05;-7.68858e-06
-1e+11;-0.000139848;0.000142898
-5e+10;-0.0411346;-0.0546863
0;3.15404e-19;0
5e+10;-0.0411346;0.0546863
1e+11;-0.000139848;-0.000142898
1.5e+11;-1.25664e-05;7.68858e-06
2e+11;9.54186e-08;2.84067e-07
2.5e+11;2.91214e-08;-1.21849e-08
