"FREQ";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
-2.5e+11;5.7536e-07;2.31441e-07
-2e+11;1.45157e-06;-3.2848e-06
-1.5e+11;-6.67096e-05;-4.6975e-05
-1e+11;-0.000482163;0.000462182
-5e+10;-0.0704103;-0.100455
0;3.15404e-19;0
5e+10;-0.0704103;0.100455
1e+11;-0.000482163;-0.000462182
1.5e+11;-6.67096e-05;4.6975e-05
2e+11;1.45157e-06;3.2848e-06
2.5e+11;5.7536e-07;-2.31441e-07
